Company,Location HQ,Industry,%,Date,Source,$ Raised (mm),Stage,Date Added,Country,AI,# Laid Off,_source,_scraped_at
Oracle,['Seattle'],Other,,2025-09-03T00:00:00.000Z,https://www.seattletimes.com/business/cloud-computing-giant-oracle-lays-off-more-seattle-workers/,,Post-IPO,2025-09-08T23:14:45.000Z,United States,No,101.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Salesforce,['Seattle'],Sales,,2025-09-03T00:00:00.000Z,https://www.seattletimes.com/business/seattle-area-tech-layoffs-mount-with-salesforce-and-oracle-job-cuts/,65.0,Post-IPO,2025-09-08T23:15:49.000Z,United States,Yes,93.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Salesforce,"['Dublin', 'Non-U.S.']",Sales,,2025-09-03T00:00:00.000Z,https://www.thejournal.ie/salesforce-ireland-redundancies-6806486-Sep2025/,65.0,Post-IPO,2025-09-08T23:09:35.000Z,United States,Yes,30.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
The Gist,"['Tel Aviv', 'Non-U.S.']",Other,1.0,2025-09-03T00:00:00.000Z,https://www.calcalistech.com/ctechnews/article/jeyngl375,7.0,Seed,2025-09-08T16:10:30.000Z,Israel,No,,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
theGist,"['Tel Aviv', 'Non-U.S.']",Other,1.0,2025-09-03T00:00:00.000Z,https://www.calcalistech.com/ctechnews/article/jeyngl375,7.0,Seed,2025-12-08T23:55:03.000Z,Israel,No,,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Vimeo,['New York City'],Consumer,0.1,2025-09-03T00:00:00.000Z,https://www.linkedin.com/posts/phmoyer_today-we-announced-that-we-will-be-reducing-activity-7369003115422851074-qHt-/,450.0,Post-IPO,2025-09-08T19:41:18.000Z,United States,No,,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Oracle,['Kansas City'],Other,,2025-09-02T00:00:00.000Z,https://www.kmbc.com/article/oracle-layoffs-kansas-city-cerner-employees/65961940,,Post-IPO,2025-09-08T23:22:12.000Z,United States,No,,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Games 24x7,"['Mumbai', 'Non-U.S.']",Consumer,,2025-09-01T00:00:00.000Z,https://www.peoplematters.in/news/strategic-hr/after-mpl-games24x7-lays-off-400-employees-govt-steps-in-43232,75.0,Unknown,2025-09-02T04:01:22.000Z,India,No,400.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Mobile Premier League,"['Bengaluru', 'Non-U.S.']",Consumer,,2025-09-01T00:00:00.000Z,https://timesofindia.indiatimes.com/technology/tech-news/online-gaming-app-ban-mpl-to-layoff-60-of-india-staff/articleshow/123618820.cms,375.0,Series E,2025-09-02T03:58:35.000Z,India,No,300.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Krutrim,"['Bengaluru', 'Non-U.S.']",AI,,2025-09-01T00:00:00.000Z,https://www.techinasia.com/news/olas-krutrim-cuts-nearly-50-linguistics-staff-in-third-layoff,304.0,Unknown,2025-09-02T03:58:00.000Z,India,No,50.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Salesforce,['SF Bay Area'],Sales,,2025-08-31T00:00:00.000Z,https://www.businessinsider.com/marc-benioff-says-salesforce-cut-4000-roles-because-of-agents-2025-9,65.0,Post-IPO,2025-09-02T23:14:02.000Z,United States,Yes,4000.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Flip,['SF Bay Area'],Consumer,1.0,2025-08-29T00:00:00.000Z,https://www.sfgate.com/tech/article/flip-startup-shuts-down-billion-21022297.php,294.0,Series C,2025-08-30T22:28:28.000Z,United States,No,,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Rec Room,['Seattle'],Consumer,,2025-08-27T00:00:00.000Z,https://www.geekwire.com/2025/filing-rec-room-layoffs-impact-141-employees-at-seattle-gaming-startup/,294.0,Series F,2025-08-30T22:12:42.000Z,United States,No,141.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Verily,['SF Bay Area'],Healthcare,,2025-08-26T00:00:00.000Z,https://www.businessinsider.com/alphabets-verily-lays-off-staff-cuts-its-devices-program-2025-8,3500.0,Subsidiary,2025-08-30T22:09:06.000Z,United States,Yes,,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Klaviyo,['Boston'],Marketing,,2025-08-25T00:00:00.000Z,https://www.theinformation.com/briefings/klaviyo-restructures-r-d-teams-emphasizes-ai-technical-skills,778.0,Unknown,2025-08-25T19:20:47.000Z,United States,Yes,,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
BeepKart,"['Bengaluru', 'Non-U.S.']",Retail,1.0,2025-08-23T00:00:00.000Z,https://inc42.com/buzz/exclusive-stellaris-backed-beepkart-shuts-down/,19.0,Series A,2025-08-23T23:14:01.000Z,India,No,150.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
TikTok,"['London', 'Non-U.S.']",Consumer,,2025-08-22T00:00:00.000Z,https://www.wsj.com/tech/tiktok-to-lay-off-hundreds-of-u-k-content-moderators-in-ai-push-d040ae21,,Acquired,2025-08-23T23:15:46.000Z,United Kingdom,No,,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Cisco,['SF Bay Area'],Infrastructure,,2025-08-19T00:00:00.000Z,https://www.sfchronicle.com/tech/article/cisco-oracle-layoffs-bay-area-20824135.php,2.0,Post-IPO,2025-08-23T23:07:05.000Z,United States,No,221.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Oracle,['SF Bay Area'],Other,,2025-08-19T00:00:00.000Z,https://www.sfchronicle.com/tech/article/cisco-oracle-layoffs-bay-area-20824135.php,,Post-IPO,2025-08-23T23:07:46.000Z,United States,No,101.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Kyte,['SF Bay Area'],Transportation,1.0,2025-08-15T00:00:00.000Z,https://techcrunch.com/2025/08/15/kyte-which-billed-itself-as-the-best-competitor-to-hertz-shuts-down/,548.0,Unknown,2025-08-18T17:49:20.000Z,United States,No,,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Restaurant365,['Los Angeles'],Food,0.09,2025-08-14T00:00:00.000Z,https://www.restaurantbusinessonline.com/technology/tech-supplier-restaurant365-lays-9-staff,127.0,Series C,2025-08-18T18:51:46.000Z,United States,No,100.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Oracle,['SF Bay Area'],Other,,2025-08-13T00:00:00.000Z,https://www.pleasantonweekly.com/business/2025/08/19/dozens-of-pleasanton-workers-hit-by-wave-of-oracle-layoffs/,,Post-IPO,2025-09-08T23:21:08.000Z,United States,No,289.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Oracle,['SF Bay Area'],Other,,2025-08-13T00:00:00.000Z,https://www.sfchronicle.com/tech/article/oracle-tech-layoffs-20818166.php,,Post-IPO,2025-08-18T18:00:43.000Z,United States,No,188.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Oracle,['Seattle'],Other,,2025-08-13T00:00:00.000Z,https://www.geekwire.com/2025/oracle-lays-off-161-employees-in-seattle-as-part-of-broader-reported-cuts-impacting-cloud-business/,,Post-IPO,2025-08-18T17:55:06.000Z,United States,No,161.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
F5,['Seattle'],Security,0.02,2025-08-13T00:00:00.000Z,https://www.geekwire.com/2024/f5-confirms-new-round-of-job-cuts-continuing-annual-pattern-of-workforce-reductions/,,Post-IPO,2025-08-18T17:53:31.000Z,United States,No,106.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Micron,['Boise'],Hardware,,2025-08-12T00:00:00.000Z,https://www.scmp.com/tech/big-tech/article/3321613/micron-starts-lay-offs-china-us-memory-chipmaker-retreats-mobile-nand-market,50.0,Post-IPO,2025-11-11T02:55:31.000Z,United States,No,300.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
BenchSci,"['Toronto', 'Non-U.S.']",Healthcare,0.23,2025-08-12T00:00:00.000Z,https://www.theglobeandmail.com/business/article-benchsci-job-cuts-replace-humans-with-ai/?intcmp=gift_share,164.0,Series D,2025-08-23T23:09:08.000Z,Canada,Yes,83.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Amdocs,['St. Louis'],Support,,2025-08-12T00:00:00.000Z,https://www.calcalistech.com/ctechnews/article/legpd5dv7,,Post-IPO,2025-08-18T17:50:27.000Z,United States,Yes,,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Crunchyroll,"['Tokyo', 'Non-U.S.']",Media,,2025-08-12T00:00:00.000Z,https://www.thewrap.com/crunchyroll-restructuring-layoffs/,26.0,Acquired,2025-08-18T17:52:05.000Z,Japan,No,,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Kaltura,['New York City'],Media,0.1,2025-08-07T00:00:00.000Z,https://www.calcalistech.com/ctechnews/article/6a8duhohw,166.0,Post-IPO,2025-08-10T03:22:18.000Z,United States,No,70.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Nextdoor,['SF Bay Area'],Consumer,0.12,2025-08-07T00:00:00.000Z,https://www.bloomberg.com/news/articles/2025-08-07/nextdoor-cuts-12-of-workforce-in-quest-for-profitability,736.0,Post-IPO,2025-08-18T18:51:03.000Z,United States,No,67.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Peloton,['New York City'],Fitness,0.06,2025-08-07T00:00:00.000Z,https://www.reuters.com/technology/peloton-cut-more-jobs-forecasts-strong-2026-revenue-shares-rise-2025-08-07/,1900.0,Post-IPO,2025-08-10T03:21:41.000Z,United States,No,,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Yotpo,['New York City'],Marketing,0.34,2025-08-05T00:00:00.000Z,https://www.calcalistech.com/ctechnews/article/s1cc5uk00xx,436.0,Unknown,2025-08-05T20:47:57.000Z,United States,Yes,200.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Windsurf,['SF Bay Area'],AI,,2025-08-05T00:00:00.000Z,https://techcrunch.com/2025/08/05/three-weeks-after-acquiring-windsurf-cognition-offers-staff-the-exit-door/,243.0,Acquired,2025-08-10T03:20:50.000Z,United States,No,30.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Wondery,['Los Angeles'],Media,,2025-08-04T00:00:00.000Z,https://variety.com/2025/biz/news/amazon-reorganizes-audio-wondery-audible-jen-sargent-exit-1236477796/,15.0,Acquired,2025-08-05T20:50:53.000Z,United States,No,100.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Clear,"['Bengaluru', 'Non-U.S.']",Finance,0.16,2025-08-01T00:00:00.000Z,https://entrackr.com/news/clear-cuts-16-of-workforce-amid-peak-tax-filing-season-9628272,140.0,Series C,2025-08-05T20:47:11.000Z,India,No,145.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Atlassian,"['Sydney', 'Non-U.S.']",Other,,2025-07-30T00:00:00.000Z,https://au.finance.yahoo.com/news/atlassian-billionaire-spruiks-ai-as-ceo-fires-150-workers-over-video-in-scary-digital-revolution-052623412.html,210.0,Post-IPO,2025-07-30T13:58:18.000Z,Australia,Yes,150.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Astra,"['Bengaluru', 'Non-U.S.']",Sales,1.0,2025-07-28T00:00:00.000Z,https://inc42.com/buzz/aravind-srinivas-backed-ai-startup-astra-shuts-operations/,,Unknown,2025-08-05T20:49:34.000Z,India,No,106.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Krutrim,"['Bengaluru', 'Non-U.S.']",AI,,2025-07-28T00:00:00.000Z,https://inc42.com/buzz/krutrim-lays-off-over-100-staff-in-fresh-job-cuts-report/,304.0,Unknown,2025-07-30T00:06:58.000Z,India,No,100.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Eyeo,"['Cologne', 'Non-U.S.']",,0.4,2025-07-28T00:00:00.000Z,https://www.adexchanger.com/privacy/eyeo-names-new-ceo-cuts-40-of-staff-and-refocuses-the-business-on-privacy/,,Unknown,2025-07-30T00:08:16.000Z,Germany,No,,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Ohm Mobility,['Bengaluru'],Transportation,1.0,2025-07-24T00:00:00.000Z,https://entrackr.com/snippets/ev-financing-startup-ohm-mobility-shuts-down-operations-9534248,,Seed,2025-07-26T04:18:10.000Z,India,No,,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Tipalti,['SF Bay Area'],Finance,,2025-07-24T00:00:00.000Z,https://www.calcalistech.com/ctechnews/article/syrnrsyvgg,565.0,Series F,2025-07-26T04:17:06.000Z,United States,No,,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
PlaxidityX,"['Tel Aviv', 'Non-U.S.']",Security,0.36,2025-07-23T00:00:00.000Z,https://www.calcalistech.com/ctechnews/article/rk1c9mclxl,25.0,Acquired,2025-12-08T23:56:12.000Z,Israel,No,65.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
WiseTech,"['Sydney', 'Non-U.S.']",Logistics,,2025-07-23T00:00:00.000Z,https://www.reuters.com/world/asia-pacific/australias-wisetech-cut-some-jobs-ai-driven-efficiency-push-2025-07-23/,3000.0,Post-IPO,2025-07-24T04:57:28.000Z,Australia,Yes,,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
ConsenSys,['New York City'],Crypto,0.07,2025-07-22T00:00:00.000Z,https://www.bloomberg.com/news/articles/2025-07-22/crypto-software-firm-consensys-eliminates-about-7-of-workforce,726.0,Series D,2025-07-22T23:50:51.000Z,United States,No,47.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Zeen,['SF Bay Area'],Consumer,1.0,2025-07-21T00:00:00.000Z,https://www.businessinsider.com/social-media-creator-economy-collage-startup-zeen-shutting-down-2025-7,9.0,Unknown,2025-07-22T23:53:06.000Z,United States,No,,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Rocket Companies,['Detroit'],Real Estate,0.02,2025-07-18T00:00:00.000Z,https://www.housingwire.com/articles/rocket-lays-off-2-of-workforce-after-closing-redfin-acquisition/,5200.0,Post-IPO,2025-07-22T23:51:59.000Z,United States,No,,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
TytoCare,['New York City'],Healthcare,0.22,2025-07-17T00:00:00.000Z,https://www.calcalistech.com/ctechnews/article/sjv1k6i8xx,206.0,Series E,2025-10-06T14:53:31.000Z,United States,No,35.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Amazon,['Seattle'],Retail,,2025-07-17T00:00:00.000Z,https://www.reuters.com/business/retail-consumer/amazons-aws-cloud-computing-unit-cuts-least-hundreds-jobs-sources-say-2025-07-17/,8100.0,Post-IPO,2025-07-18T23:41:35.000Z,United States,Yes,,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Amicole,['New York City'],Retail,1.0,2025-07-17T00:00:00.000Z,https://techcrunch.com/2025/07/17/after-raising-over-3m-popular-vc-backed-beauty-brand-ami-cole-is-shuttering/,5.0,Seed,2025-07-18T23:45:05.000Z,United States,No,,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
CodeParrot,"['Bengaluru', 'Non-U.S.']",Product,1.0,2025-07-17T00:00:00.000Z,https://inc42.com/buzz/another-startup-bites-the-dust-y-combinator-backed-codeparrot-shuts-down/,,Seed,2025-07-18T23:42:28.000Z,India,No,,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Scale AI,['SF Bay Area'],Data,0.14,2025-07-16T00:00:00.000Z,https://www.bloomberg.com/news/articles/2025-07-16/scale-ai-to-cut-14-of-staff-following-meta-investment,602.0,Series E,2025-07-17T01:14:33.000Z,United States,No,200.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Lenovo,['Raleigh'],Hardware,0.03,2025-07-16T00:00:00.000Z,https://www.newsobserver.com/news/business/article310699130.html,850.0,Post-IPO,2025-07-18T23:46:41.000Z,United States,No,100.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Jamf,['Minneapolis'],Other,0.06,2025-07-15T00:00:00.000Z,https://www.bizjournals.com/twincities/news/2025/07/16/jamf-lays-off-166-employees.html,332.0,Post-IPO,2025-07-15T16:56:26.000Z,United States,Yes,166.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
King.com,"['Stockholm', 'Non-U.S.']",Consumer,,2025-07-14T00:00:00.000Z,https://mobilegamer.biz/laid-off-king-staff-set-to-be-replaced-by-the-ai-tools-they-helped-build-say-sources/,84.0,Acquired,2025-07-17T01:16:07.000Z,Sweden,Yes,200.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Blip,"['Bengaluru', 'Non-U.S.']",Retail,1.0,2025-07-12T00:00:00.000Z,https://inc42.com/buzz/quick-fashion-startup-blip-shuts-shop/,,Unknown,2025-07-15T16:55:10.000Z,India,No,,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Intel,['Sacramento'],Hardware,,2025-07-11T00:00:00.000Z,https://www.manufacturingdive.com/news/intel-layoffs-surpass-5000-across-California-Oregon-Arizona-Texas/752756/,12.0,Post-IPO,2025-07-17T01:18:18.000Z,United States,No,5000.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
TripleLift,['New York City'],Marketing,,2025-07-11T00:00:00.000Z,https://www.adexchanger.com/publishers/triplelift-quietly-lays-off-a-double-digit-percentage-of-its-workforce/,16.0,Acquired,2025-07-18T23:44:04.000Z,United States,No,,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Indeed + Glassdoor,['Austin'],HR,,2025-07-10T00:00:00.000Z,https://www.bloomberg.com/news/articles/2025-07-10/indeed-glassdoor-to-cut-1-300-jobs-in-ai-focused-consolidation,5.0,Acquired,2025-07-10T20:03:11.000Z,United States,Yes,1300.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Augury,['New York City'],Manufacturing,0.18,2025-07-10T00:00:00.000Z,https://www.calcalistech.com/ctechnews/article/sk7t511thxx,274.0,Series E,2025-12-08T23:46:12.000Z,United States,No,60.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Eigen Labs,['Seattle'],Crypto,0.25,2025-07-08T00:00:00.000Z,https://blockworks.co/news/eigen-layoffs-25-eigencloud,234.0,Unknown,2025-07-11T03:14:43.000Z,United States,No,29.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Nayax,"['Tel Aviv', 'Non-U.S.']",Finance,0.06,2025-07-07T00:00:00.000Z,https://www.calcalistech.com/ctechnews/article/bjzblekrel,245.0,Post-IPO,2025-12-08T23:57:23.000Z,Israel,No,70.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Subtl AI,"['Hyderabad', 'Non-U.S.']",AI,1.0,2025-07-03T00:00:00.000Z,https://inc42.com/buzz/genai-startup-subtl-ai-shuts-shop-after-failing-to-raise-funds/,,Seed,2025-07-07T23:05:11.000Z,India,No,,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Microsoft,['Seattle'],Other,0.04,2025-07-02T00:00:00.000Z,https://www.cnbc.com/2025/07/02/microsoft-laying-off-about-9000-employees-in-latest-round-of-cuts.html,1.0,Post-IPO,2025-07-02T18:41:27.000Z,United States,No,9000.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Retrain.ai,['New York City'],HR,1.0,2025-07-02T00:00:00.000Z,https://www.calcalistech.com/ctechnews/article/s1avcuzhgg,34.0,Unknown,2025-12-08T23:58:36.000Z,Israel,No,20.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Okra,"['Lagos', 'Non-U.S.']",Finance,1.0,2025-07-02T00:00:00.000Z,https://techpoint.africa/news/okra-cofounder-fara-jituboh-exits/,12.0,Series A,2025-07-07T23:03:56.000Z,Nigeria,No,,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
TikTok,"['Dublin', 'Non-U.S.']",Consumer,,2025-07-02T00:00:00.000Z,https://www.bloomberg.com/news/articles/2025-07-02/tiktok-shop-cuts-more-us-workers-in-third-round-since-april,,Acquired,2025-07-02T18:42:29.000Z,Ireland,No,,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
TomTom,"['Amsterdam', 'Non-U.S.']",Other,0.1,2025-06-30T00:00:00.000Z,https://www.tomtom.com/newsroom/press-releases/earnings-other/29121/tomtom-advances-its-product-led-strategy-and-realigns-its-organization/,430.0,Post-IPO,2025-07-07T23:06:14.000Z,Netherlands,Yes,300.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Rivian,['Los Angeles'],Transportation,0.01,2025-06-26T00:00:00.000Z,https://techcrunch.com/2025/06/26/rivian-cuts-dozens-on-manufacturing-team-ahead-of-r2-launch/,10700.0,Post-IPO,2025-06-27T07:28:26.000Z,United States,No,140.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Bumble,['Austin'],Consumer,0.3,2025-06-25T00:00:00.000Z,https://www.cnbc.com/2025/06/25/bumble-layoffs.html,313.0,Post-IPO,2025-06-25T19:59:22.000Z,United States,No,240.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Klue,"['Vancouver', 'Non-U.S.']",Sales,0.4,2025-06-25T00:00:00.000Z,https://betakit.com/klue-lays-off-40-percent-of-staff-as-startup-faces-internal-and-external-ai-pressure/,83.0,Series B,2025-06-25T07:32:02.000Z,Canada,Yes,85.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Google,['SF Bay Area'],Consumer,,2025-06-24T00:00:00.000Z,https://www.theinformation.com/articles/google-cuts-smart-tv-budget-doubles-youtube,26.0,Post-IPO,2025-06-25T07:41:41.000Z,United States,No,75.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
